GeneID	SB1	SB2	CB1	CB2	G1	G2	GBE1	GBE2	DC1	DC2
MDOA012669	10	0	27	27	45	18	10	2	18	0
MDOA001397	3	2	5	2	3	0	5	1	110	28
MDOA003202	4	5	25	1	15	5	11	0	84	9
MDOA003903	0	4	19	6	60	31	31	8	0	0
MDOA004873	6	18	48	0	37	6	14	0	14	16
MDOA006510	0	3	12	4	44	5	29	14	48	0
MDOA007220	1	6	0	21	16	36	12	49	8	10
MDOA015782	0	0	2	0	24	4	13	52	41	23
MDOA014627	8	18	21	29	15	24	33	1	13	0
MDOA008371	0	0	0	0	21	25	47	12	53	5
MDOA013695	1	0	1	0	4	6	2	3	109	37
MDOA002962	14	20	37	0	1	2	7	12	62	11
MDOA011741	9	24	42	26	20	13	15	0	17	0
MDOA010917	0	6	18	10	57	8	50	15	4	0
MDOA007197	0	0	0	0	13	9	21	61	59	6
MDOA009371	0	24	0	5	13	2	21	94	3	7
MDOA012704	2	4	26	7	64	4	33	0	30	0
MDOA009999	0	0	0	2	19	25	47	37	32	10
MDOA004894	1	0	13	1	42	21	51	11	19	15
MDOA013199	0	0	0	0	2	4	5	106	4	54
MDOA006716	2	0	0	0	29	31	40	32	24	18
MDOA001105	0	1	14	1	15	85	24	29	2	6
MDOA009829	14	18	17	9	17	14	21	0	69	0
MDOA011629	0	1	0	0	6	2	5	5	128	34
MDOA001842	0	2	1	4	14	22	18	3	91	28
MDOA011388	0	0	3	3	62	0	52	6	31	26
MDOA003578	0	3	14	0	12	5	33	23	61	33
MDOA013033	4	7	0	4	1	0	6	25	84	53
MDOA005899	2	8	4	8	0	1	0	0	134	28
MDOA008959	0	0	12	16	1	32	3	4	44	75
MDOA005786	0	0	0	0	3	8	8	20	74	76
MDOA010449	0	0	5	2	0	0	3	12	151	16
MDOA014506	0	53	21	5	5	14	0	46	39	6
MDOA013392	0	0	23	7	19	40	67	21	13	0
MDOA002223	5	0	64	16	32	2	31	7	36	0
MDOA013210	1	4	1	3	46	26	21	43	43	5
MDOA014268	0	0	2	0	4	3	14	93	45	32
MDOA014451	1	2	23	2	8	6	1	13	128	9
MDOA000230	1	3	0	2	9	4	22	13	109	31
MDOA003433	2	1	21	1	20	13	67	17	14	38
MDOA005700	0	64	0	78	3	7	4	10	5	25
MDOA011854	0	0	1	1	5	41	30	101	2	15
MDOA000931	0	0	19	11	16	2	29	0	94	26
MDOA002065	0	13	18	1	6	5	25	13	80	36
MDOA011453	0	3	4	2	36	19	79	0	32	23
MDOA004769	0	1	2	0	6	10	3	32	97	48
MDOA015613	10	0	1	7	12	11	9	28	105	18
MDOA005130	2	0	12	0	3	5	2	56	71	51
MDOA012703	3	12	1	17	52	30	40	50	0	1
MDOA005274	0	0	29	0	34	73	24	32	5	13
MDOA013395	0	10	3	0	7	2	2	6	167	13
MDOA004072	0	0	0	0	5	4	5	18	173	6
MDOA013223	0	0	0	5	31	20	44	46	37	28
MDOA002825	0	0	1	2	14	10	40	12	117	17
MDOA014695	2	7	19	1	10	3	5	0	113	53
MDOA014337	2	0	19	7	51	71	38	13	0	14
MDOA013580	0	0	0	9	25	17	14	29	48	75
MDOA010783	1	3	13	0	29	11	26	26	86	24
MDOA014973	26	106	15	13	3	6	19	1	30	0
MDOA008339	1	2	8	12	53	40	38	44	21	1
MDOA001616	1	14	11	10	41	33	42	45	25	0
MDOA010069	2	8	10	0	11	21	39	1	89	41
MDOA010096	2	1	0	4	6	9	4	7	139	51
MDOA000627	0	0	0	0	12	2	21	12	157	20
MDOA003092	45	53	60	11	10	2	31	0	12	0
MDOA010931	0	0	38	21	12	97	22	28	6	0
MDOA006429	0	0	15	2	3	8	1	3	168	25
MDOA014640	16	28	67	46	28	0	20	4	16	0
MDOA003659	0	10	5	1	4	4	20	17	108	58
MDOA011708	0	7	27	7	30	34	68	38	16	0
MDOA005559	0	4	2	0	7	11	2	25	147	30
MDOA007854	13	8	68	2	81	11	40	0	5	0
MDOA014006	0	0	0	4	25	5	10	3	154	28
MDOA010248	5	1	0	3	13	4	38	13	145	8
MDOA005838	0	6	0	4	31	32	21	101	26	10
MDOA007765	1	0	0	2	40	34	46	47	33	29
MDOA007226	2	4	0	14	3	14	5	1	19	171
MDOA014887	0	1	19	6	36	22	34	23	92	0
MDOA000720	0	0	2	1	15	117	31	30	35	3
MDOA003038	1	4	0	11	2	11	2	6	136	62
MDOA000586	1	59	16	4	0	2	2	4	118	30
MDOA013818	0	3	11	0	11	7	16	6	144	38
MDOA010983	0	0	0	0	3	3	3	9	135	86
MDOA013976	7	8	44	1	70	2	43	3	61	0
MDOA004265	3	2	30	1	56	2	80	0	64	2
MDOA012921	20	9	14	7	26	11	35	1	118	0
MDOA013682	0	0	0	0	3	4	10	40	82	102
MDOA007265	0	0	0	0	3	3	5	5	187	39
MDOA013599	3	0	3	0	10	20	26	25	93	64
MDOA000016	0	2	0	0	30	6	57	34	99	18
MDOA001516	10	1	26	6	13	1	26	2	119	44
MDOA012400	1	9	1	6	24	12	39	16	137	5
MDOA012089	1	3	2	9	0	0	5	85	59	90
MDOA007887	0	1	0	0	2	6	13	75	18	141
MDOA006196	0	1	0	0	33	12	41	35	75	60
MDOA013744	0	0	0	0	47	9	92	10	95	8
MDOA014992	0	0	2	0	19	33	46	59	81	21
MDOA006634	1	10	17	8	107	5	68	13	33	1
MDOA009691	0	0	4	0	13	11	42	94	50	49
MDOA014346	4	74	0	64	2	32	0	11	13	66
MDOA001830	0	6	0	4	24	14	78	89	31	22
MDOA007947	0	10	4	0	40	7	25	7	129	47
MDOA009385	0	3	16	2	64	39	107	7	32	0
MDOA002847	0	0	5	0	6	2	4	19	145	90
MDOA006462	1	15	10	3	11	13	4	0	192	23
MDOA010505	4	1	14	8	3	2	43	0	155	42
MDOA008145	1	0	37	12	63	4	140	13	5	0
MDOA006241	0	0	0	0	4	4	4	27	92	145
MDOA009676	2	1	8	8	55	31	52	1	75	44
MDOA014701	0	11	0	31	5	28	67	6	100	33
MDOA004003	1	5	22	4	30	31	126	44	20	0
MDOA009973	0	0	0	1	23	36	18	25	101	79
MDOA001050	0	9	5	2	1	0	7	17	220	24
MDOA003624	39	141	5	44	7	12	17	0	20	0
MDOA003901	1	5	3	6	10	8	5	0	239	9
MDOA013254	2	0	12	1	46	19	123	8	57	18
MDOA008119	0	0	0	0	24	40	40	53	54	78
MDOA000349	0	0	0	0	3	7	18	122	93	52
MDOA000990	0	0	0	0	30	24	49	58	48	87
MDOA012566	2	3	4	0	15	0	4	11	215	42
MDOA014113	0	0	10	3	161	3	82	0	27	12
MDOA008591	0	0	0	0	24	7	43	67	147	11
MDOA007540	0	0	4	0	20	2	17	15	218	24
MDOA010541	0	0	0	0	8	2	26	20	233	12
MDOA001395	0	3	13	0	33	21	25	26	154	27
MDOA007228	0	0	9	6	9	1	18	16	204	42
MDOA000569	0	0	9	4	50	2	59	5	178	0
MDOA001629	1	12	37	0	44	6	39	7	155	11
MDOA002239	0	0	0	0	4	12	12	3	223	60
MDOA005705	0	0	3	3	28	5	8	0	217	54
MDOA014714	0	0	3	1	60	12	108	19	97	18
MDOA012115	0	1	3	1	9	4	19	77	99	106
MDOA007234	4	4	8	9	0	1	1	19	150	125
MDOA006748	0	0	0	0	24	7	32	37	168	56
MDOA007140	80	60	89	19	30	12	36	0	0	0
MDOA009425	0	7	12	0	14	13	27	16	112	125
MDOA004889	0	0	0	0	16	14	29	4	244	20
MDOA012360	3	0	0	10	13	6	20	3	241	34
MDOA011975	119	7	39	0	46	3	53	13	52	0
MDOA005399	36	0	59	2	42	115	34	1	41	3
MDOA008869	0	0	0	0	23	3	95	14	194	4
MDOA005323	0	0	20	4	3	0	7	2	52	246
MDOA001826	2	2	10	1	10	5	10	1	182	113
MDOA008506	0	0	0	7	10	19	15	7	239	40
MDOA013366	0	80	0	62	9	92	4	47	22	23
MDOA000782	0	4	3	5	59	11	133	20	107	0
MDOA005909	22	12	61	0	59	1	125	11	53	2
MDOA007489	1	4	0	4	3	2	25	7	245	56
MDOA006714	0	0	0	0	2	2	3	56	107	180
MDOA014402	0	0	0	0	24	3	51	143	86	44
MDOA012067	0	1	9	4	158	22	131	21	7	0
MDOA008802	0	0	0	5	3	34	6	8	75	224
MDOA009092	0	0	6	1	80	17	113	12	128	2
MDOA001548	0	1	0	0	16	36	70	72	73	92
MDOA004755	34	145	0	17	12	16	19	98	22	0
MDOA011347	0	0	38	10	96	35	124	18	43	0
MDOA012799	0	0	44	13	60	100	55	1	57	34
MDOA001455	0	1	5	1	14	8	16	19	218	85
MDOA005143	0	0	12	0	28	5	35	7	280	8
MDOA006997	1	0	14	2	34	23	20	0	215	70
MDOA001921	1	1	0	0	51	9	158	20	123	17
MDOA003284	0	1	0	7	46	15	96	17	167	31
MDOA008951	0	0	37	1	9	12	13	7	285	16
MDOA008889	0	0	6	0	13	3	15	9	312	23
MDOA015765	5	1	1	13	6	14	27	112	58	146
MDOA000248	1	0	0	10	136	90	96	16	35	2
MDOA003070	0	0	0	0	35	53	71	132	48	51
MDOA005309	0	2	5	0	48	9	77	26	216	8
MDOA001745	0	1	0	6	5	6	42	178	92	62
MDOA015541	0	0	193	18	45	16	90	11	19	0
MDOA006495	1	4	0	0	48	57	101	122	43	19
MDOA002958	1	0	0	0	3	2	8	41	292	49
MDOA007985	0	0	3	0	4	3	16	2	353	16
MDOA009835	89	101	59	101	4	0	11	2	44	0
MDOA004700	0	0	0	1	6	4	9	4	219	169
MDOA004225	2	5	5	1	7	0	7	3	370	13
MDOA006982	0	0	7	0	60	23	189	97	29	8
MDOA012868	0	6	0	0	15	10	48	86	102	149
MDOA010234	0	4	1	8	62	67	118	56	68	37
MDOA008487	0	0	76	28	151	41	82	44	0	0
MDOA003259	0	0	0	0	27	4	73	42	186	92
MDOA004592	1	1	3	0	20	5	35	30	142	187
MDOA010523	2	0	40	27	100	101	62	78	15	1
MDOA014014	0	0	0	0	12	13	29	71	206	95
MDOA006008	0	0	0	7	57	53	97	38	119	58
MDOA010744	0	0	0	2	2	19	38	148	72	157
MDOA001446	1	0	4	0	21	5	123	37	240	12
MDOA000520	1	0	70	81	38	18	107	140	0	0
MDOA011219	2	0	0	5	4	13	5	8	282	137
MDOA003021	0	1	0	0	21	58	70	106	38	163
MDOA015184	0	0	0	1	148	17	150	52	40	51
MDOA000909	0	0	0	0	8	20	9	9	208	209
MDOA003243	2	3	2	1	4	0	8	5	301	140
MDOA005915	0	0	4	12	7	3	3	0	415	25
MDOA005816	0	0	1	1	4	6	27	31	266	136
MDOA007767	1	1	9	1	5	15	4	32	259	145
MDOA004364	0	1	79	0	164	10	133	13	70	3
MDOA013942	0	0	2	0	2	2	10	19	415	30
MDOA014009	51	2	230	2	146	11	42	0	0	1
MDOA003606	1	0	0	4	30	5	51	50	326	37
MDOA012228	74	15	63	8	129	1	177	0	32	5
MDOA005516	0	0	7	0	111	19	243	90	28	7
MDOA001980	47	324	21	32	8	1	11	6	57	0
MDOA006007	30	0	115	0	126	8	117	10	49	52
MDOA013439	0	10	17	6	13	0	12	8	401	40
MDOA013525	47	49	263	44	65	14	29	0	4	0
MDOA000354	1	1	0	1	2	6	4	4	267	231
MDOA004681	0	11	2	10	10	5	4	0	421	57
MDOA011774	1	6	0	3	8	5	25	6	402	76
MDOA001047	0	10	34	0	16	9	10	25	274	155
MDOA004598	144	172	16	132	6	0	3	0	41	19
MDOA001827	0	8	8	0	40	3	31	5	379	60
MDOA014189	95	67	102	24	94	21	108	1	32	0
MDOA004476	2	0	5	0	18	6	22	13	421	58
MDOA008777	0	0	124	12	243	35	125	2	15	0
MDOA003859	12	9	11	0	2	1	31	5	482	6
MDOA010909	33	2	133	63	124	16	167	0	22	0
MDOA001495	0	43	18	69	24	140	52	202	0	16
MDOA013345	2	0	0	1	153	11	223	53	92	30
MDOA013998	0	0	0	0	52	4	117	6	374	26
MDOA015578	0	0	0	0	2	30	5	116	260	167
MDOA003871	5	0	0	0	35	10	22	22	403	85
MDOA015589	0	0	0	17	6	26	5	138	38	358
MDOA008483	0	0	0	5	35	65	104	285	16	80
MDOA009222	0	1	4	0	29	29	52	61	192	227
MDOA004032	0	0	38	0	338	5	194	11	7	9
MDOA011488	0	0	12	1	33	20	101	216	76	145
MDOA003518	0	0	0	0	13	20	18	135	337	84
MDOA000049	0	2	0	8	57	61	36	28	288	131
MDOA000211	10	31	4	4	0	2	2	1	504	55
MDOA010473	31	58	163	0	134	29	138	0	51	11
MDOA010066	0	0	6	0	13	7	17	7	458	109
MDOA009642	0	0	0	4	2	9	11	15	292	292
MDOA003909	0	0	0	0	6	5	5	61	375	178
MDOA014302	0	8	4	22	0	13	4	168	49	363
MDOA001792	0	0	10	26	137	26	411	4	18	0
MDOA013534	0	0	0	0	3	2	14	8	585	20
MDOA003446	1	7	0	0	5	5	10	20	552	34
MDOA009967	0	0	0	0	2	22	34	370	109	97
MDOA004256	108	347	27	19	0	2	15	1	97	27
MDOA013476	5	2	0	0	1	0	4	3	529	100
MDOA002028	33	16	157	9	106	19	177	0	128	0
MDOA001623	0	0	0	0	18	5	119	67	428	10
MDOA009039	17	9	12	1	20	2	39	0	457	92
MDOA003600	0	0	0	0	12	9	36	100	411	85
MDOA007244	1	1	2	0	39	8	72	17	425	89
MDOA004428	0	0	0	0	2	2	15	89	446	108
MDOA006212	0	5	0	0	27	2	166	49	337	76
MDOA001237	0	1	0	0	4	10	6	41	540	72
MDOA014423	0	0	5	4	14	13	1	0	537	101
MDOA000602	320	235	31	57	0	0	28	7	9	0
MDOA014985	0	0	0	15	72	8	144	73	324	58
MDOA000028	0	2	22	1	38	39	62	104	258	169
MDOA015743	77	19	312	16	128	23	102	0	22	0
MDOA006963	1	1	14	0	17	6	14	4	577	67
MDOA008179	0	0	3	1	59	10	57	19	410	144
MDOA010776	0	0	0	7	42	14	137	33	404	72
MDOA002280	0	0	5	0	14	9	22	13	591	59
MDOA014141	0	21	0	15	68	25	115	35	339	96
MDOA000023	0	1	0	0	13	2	21	117	56	505
MDOA002258	0	7	3	6	7	1	6	48	378	259
MDOA009823	0	5	16	1	6	11	48	33	465	132
MDOA003019	0	0	8	0	21	14	45	69	376	187
MDOA013821	1	0	5	3	67	6	211	13	416	0
MDOA014379	0	0	34	1	98	2	95	14	475	3
MDOA010654	3	6	4	0	12	0	48	10	585	60
MDOA003321	0	0	4	0	4	4	5	28	455	238
MDOA003920	1	2	9	0	15	3	47	50	489	125
MDOA007643	0	1	0	13	37	10	66	156	194	273
MDOA004150	0	0	10	0	6	12	26	107	480	119
MDOA003020	0	0	5	0	12	4	17	10	542	175
MDOA001840	0	0	0	0	10	4	7	3	362	381
MDOA008129	0	0	34	0	48	7	42	25	323	288
MDOA009924	1	3	1	0	16	68	41	209	117	319
MDOA010510	64	19	28	0	15	0	21	10	574	49
MDOA001722	0	0	0	0	5	11	46	90	256	374
MDOA015190	5	9	0	1	6	1	4	34	333	399
MDOA010656	1	0	1	0	8	40	24	8	621	97
MDOA009236	0	0	0	0	38	3	123	59	493	87
MDOA006351	0	0	23	0	168	35	147	88	266	83
MDOA003286	41	46	149	1	320	32	214	5	4	0
MDOA007280	1	0	0	0	23	19	15	42	596	126
MDOA002756	1	2	1	59	33	122	64	380	10	154
MDOA009391	0	0	0	0	11	9	29	39	604	135
MDOA012387	0	0	0	0	2	6	4	117	421	284
MDOA002000	0	0	0	0	4	5	8	5	754	60
MDOA010811	0	0	199	12	144	138	214	7	121	1
MDOA001853	1	1	0	2	35	26	67	310	137	260
MDOA010470	0	0	5	0	2	2	2	6	760	63
MDOA002005	0	3	8	1	10	9	11	28	468	307
MDOA000202	7	0	10	9	11	1	23	2	678	109
MDOA011212	0	2	85	10	238	47	296	11	162	0
MDOA011553	0	0	4	5	49	111	250	399	35	0
MDOA004853	1	0	0	0	15	4	27	56	673	97
MDOA012114	2	1	1	2	21	6	65	32	415	329
MDOA005525	29	3	52	4	14	0	20	1	303	451
MDOA005245	0	0	3	0	24	10	34	8	775	25
MDOA008025	1	0	16	0	4	19	19	87	341	393
MDOA015438	2	0	11	3	50	1	127	32	567	93
MDOA010553	1	1	3	5	21	0	54	14	743	47
MDOA006011	0	0	0	0	10	3	13	28	512	325
MDOA001151	0	0	2	0	37	2	33	8	759	52
MDOA009277	0	0	0	0	13	4	18	148	478	245
MDOA013019	6	6	3	0	9	0	15	24	645	203
MDOA014112	0	14	25	12	47	38	85	1	684	6
MDOA001134	0	3	0	0	22	5	91	44	738	11
MDOA001202	13	17	48	5	26	8	48	0	753	1
MDOA008243	1	0	0	0	9	11	9	11	669	217
MDOA004214	15	21	4	1	6	4	21	0	552	304
MDOA000082	0	4	0	6	64	16	89	15	676	68
MDOA003726	1	3	0	2	69	23	127	47	625	45
MDOA013941	17	1	0	5	5	3	22	68	313	508
MDOA015126	0	0	0	0	210	21	218	135	322	42
MDOA000064	0	0	5	0	12	17	72	146	549	148
MDOA001388	6	2	0	3	27	0	35	39	743	96
MDOA010830	0	7	0	0	11	5	13	23	270	622
MDOA014824	0	1	35	0	162	14	436	37	190	82
MDOA000618	0	24	0	0	15	26	3	34	257	599
MDOA005222	0	0	0	5	21	7	64	243	489	133
MDOA000347	0	0	0	4	56	9	250	383	183	85
MDOA002479	0	0	136	14	451	49	266	5	51	0
MDOA011296	6	15	7	5	1	0	1	0	804	134
MDOA005752	1	1	0	5	2	30	5	20	356	573
MDOA006951	0	1	0	0	17	18	38	16	773	135
MDOA005302	50	91	9	9	0	6	0	0	689	145
MDOA005670	0	0	0	0	28	11	85	84	613	178
MDOA014288	0	1	0	0	6	14	17	250	280	431
MDOA006563	306	209	125	57	114	28	147	0	15	0
MDOA000487	0	3	0	9	4	2	20	97	712	156
MDOA009102	0	0	127	11	203	11	351	5	300	0
MDOA014055	11	4	19	8	0	5	0	40	328	602
MDOA012811	0	0	0	0	2	5	26	150	322	519
MDOA010194	0	1	21	0	15	2	78	267	411	230
MDOA015102	0	16	0	17	94	29	299	177	343	54
MDOA007284	0	0	0	0	5	14	47	68	850	52
MDOA011591	204	68	115	0	249	31	334	21	14	0
MDOA009630	0	0	6	0	55	21	212	290	378	106
MDOA012283	2	1	11	0	16	6	25	7	720	292
MDOA002260	0	0	2	3	3	0	10	17	881	182
MDOA012364	0	0	499	401	58	91	11	0	15	23
MDOA009510	20	89	10	53	0	5	7	0	509	409
MDOA009947	2	3	3	12	1	0	1	7	687	399
MDOA011095	6	1	46	0	20	12	22	4	992	20
MDOA010504	0	0	20	1	22	29	55	145	729	128
MDOA010977	0	0	0	0	5	2	14	56	991	76
MDOA010966	0	0	11	0	5	3	38	167	702	222
MDOA003999	2	1	36	0	24	10	31	30	633	388
MDOA013139	0	3	0	5	62	45	114	33	728	165
MDOA013071	2	0	14	0	7	27	36	26	848	196
MDOA014727	333	394	18	35	4	0	8	1	339	27
MDOA007903	0	0	0	5	201	59	477	305	28	87
MDOA014794	0	0	7	0	86	22	192	76	731	51
MDOA000961	0	3	0	0	62	7	256	260	510	72
MDOA002836	0	0	0	0	4	7	22	27	647	467
MDOA008538	0	0	0	18	3	2	2	10	1010	136
MDOA014645	0	0	8	0	10	13	14	28	751	361
MDOA002232	0	0	0	0	136	20	75	14	865	78
MDOA005080	0	2	0	12	4	41	20	327	229	559
MDOA003493	13	110	327	86	296	161	209	0	1	0
MDOA000622	1	0	11	1	19	79	56	413	172	460
MDOA004573	0	0	92	1	72	13	49	41	683	270
MDOA005500	0	0	0	13	26	18	32	36	511	589
MDOA001006	0	0	20	0	207	103	402	169	244	81
MDOA015298	0	0	0	3	20	7	15	10	1103	126
MDOA011451	0	1	1	7	328	40	494	57	283	74
MDOA015659	102	32	450	54	247	34	345	0	38	0
MDOA007820	2	0	55	0	18	14	19	17	775	416
MDOA006271	0	1	1	0	5	2	6	13	1152	150
MDOA006200	0	10	59	0	147	121	164	56	742	54
MDOA001535	0	2	0	7	8	5	28	12	1172	124
MDOA008383	2	9	4	0	13	5	6	0	1141	227
MDOA008247	0	0	0	0	26	24	157	234	740	228
MDOA011839	0	1	0	15	48	18	110	79	789	354
MDOA011126	1	1	5	0	31	16	364	148	665	192
MDOA010918	0	2	0	14	45	124	98	445	191	506
MDOA011381	1	4	34	0	63	34	56	108	637	495
MDOA007499	0	0	0	15	32	29	31	458	405	464
MDOA012086	0	0	5	5	1	13	3	8	1228	174
MDOA006303	2	1	0	1	4	8	28	11	1246	137
MDOA003014	2	8	15	0	0	0	15	403	356	644
MDOA010152	759	164	273	11	108	5	71	0	56	0
MDOA003381	180	6	194	0	280	18	461	16	313	0
MDOA004055	0	0	0	0	7	2	13	10	1293	153
MDOA004344	0	305	227	401	95	160	129	156	0	10
MDOA009361	0	0	0	0	11	4	44	173	362	891
MDOA012301	128	25	26	0	108	3	123	0	1071	14
MDOA000872	1	6	6	13	3	9	1	14	1058	393
MDOA003997	2	5	5	0	0	4	3	7	1302	197
MDOA011150	0	2	4	0	2	4	6	10	1227	289
MDOA004514	0	3	9	0	12	7	14	7	1430	66
MDOA001434	1	15	0	0	5	5	15	119	1070	319
MDOA001837	25	4	191	5	574	3	672	0	84	0
MDOA015079	0	0	0	20	21	43	14	473	111	880
MDOA001273	0	0	0	5	16	10	9	7	1024	492
MDOA010171	0	0	0	0	278	14	629	49	591	17
MDOA007933	0	0	17	0	16	33	74	39	1105	313
MDOA000321	0	1	0	1	206	44	561	475	197	114
MDOA014972	1	0	2	1	17	36	36	32	1339	135
MDOA003720	0	8	0	0	10	2	49	14	1352	170
MDOA007798	0	0	10	1	9	4	2	7	1293	280
MDOA008250	1	0	0	2	4	8	22	154	883	556
MDOA001891	0	1	0	2	69	47	118	275	354	766
MDOA009836	0	0	0	3	35	13	52	118	943	468
MDOA000006	11	1	6	0	9	17	47	14	1468	74
MDOA014851	0	0	0	5	63	13	157	65	991	359
MDOA004653	0	0	8	1	6	4	11	2	1559	70
MDOA009426	0	0	0	0	2	12	20	41	988	611
MDOA006475	0	0	27	0	34	56	28	139	970	442
MDOA003930	0	0	0	0	4	3	9	198	910	573
MDOA011593	1	4	2	12	10	1	6	6	1392	268
MDOA005247	1	11	0	1	79	39	676	810	36	56
MDOA002525	1	0	1	4	25	76	25	80	803	708
MDOA009720	1	1	20	3	12	7	18	0	1628	44
MDOA000330	0	4	7	7	12	0	11	28	736	941
MDOA008472	0	3	4	2	0	85	18	587	155	893
MDOA013423	0	3	0	8	2	67	6	85	157	1424
MDOA003763	1	0	7	3	3	4	1	12	1133	614
MDOA002595	2	2	0	0	0	0	8	5	1759	9
MDOA000215	0	0	0	0	7	2	35	130	1316	321
MDOA002850	0	0	0	0	7	2	24	230	757	844
MDOA011758	0	0	0	0	2	4	10	111	1167	573
MDOA008592	0	0	0	0	306	55	558	53	791	127
MDOA002456	1	0	0	12	9	4	152	118	1413	189
MDOA014852	4	51	26	15	0	2	0	0	1514	298
MDOA011436	1	0	51	1	273	36	503	30	1054	7
MDOA012109	0	0	0	0	13	11	44	24	1759	114
MDOA010148	0	0	0	0	21	32	17	13	1712	187
MDOA003844	0	0	0	0	36	14	118	277	1271	275
MDOA004930	0	0	15	0	32	7	41	86	1573	259
MDOA012188	0	1	0	0	51	15	49	70	1631	200
MDOA013451	0	0	0	2	2	2	7	24	1446	544
MDOA007370	0	4	7	0	239	48	389	133	1079	138
MDOA015036	0	0	0	0	25	7	128	538	852	500
MDOA012204	0	0	2	0	3	2	17	92	1675	290
MDOA004845	1	4	13	14	15	4	9	1	1913	110
MDOA011208	0	3	10	12	2	8	3	0	1062	989
MDOA004841	2	0	12	0	21	5	21	2	1951	83
MDOA013986	1	7	7	1	26	35	28	48	1180	783
MDOA008385	1	1	76	1	458	105	1022	141	316	55
MDOA001888	0	0	0	1	2	16	78	63	1374	643
MDOA001310	0	7	6	0	71	13	65	2	1884	132
MDOA015518	12	0	24	7	24	17	35	0	1765	323
MDOA011458	0	0	83	0	1050	84	682	7	298	4
MDOA002997	0	1	0	13	92	55	169	436	762	687
MDOA013522	0	0	0	0	6	5	12	115	1436	642
MDOA011637	1	1	0	8	13	8	14	7	2122	85
MDOA015568	0	0	0	0	35	16	85	732	533	886
MDOA000460	0	0	0	5	5	4	9	151	1128	994
MDOA011483	0	0	1	0	21	10	30	22	2027	187
MDOA006213	36	0	1288	946	12	4	8	8	0	0
MDOA008810	1	0	0	1	4	2	17	4	1942	340
MDOA010871	14	74	2	8	1	10	15	0	1902	297
MDOA004493	2	1	8	0	39	42	28	61	2051	92
MDOA014252	0	0	0	1	41	68	118	752	584	772
MDOA000594	1	0	0	0	21	3	28	16	2230	58
MDOA005796	0	2	4	2	6	1	21	46	1263	1037
MDOA006112	1	1	0	0	5	3	4	12	1682	728
MDOA003325	18	3	1438	851	47	32	52	1	0	0
MDOA004783	0	1	19	0	36	36	130	643	983	596
MDOA005900	0	3	6	1	56	32	203	437	1158	548
MDOA011917	0	19	254	41	1147	230	740	15	42	0
MDOA004767	2	6	0	0	0	1	5	34	2027	417
MDOA011117	0	528	0	873	9	132	8	120	24	799
MDOA005047	0	0	0	0	30	54	258	962	412	795
MDOA002265	0	0	0	0	14	3	14	21	2336	126
MDOA005549	0	2	0	0	6	4	31	28	2106	340
MDOA000547	0	7	0	1	7	6	15	132	974	1396
MDOA007618	0	2	0	0	5	7	12	3	1912	618
MDOA006680	0	2	0	16	16	87	11	539	348	1554
MDOA002185	0	1	3	12	0	1	6	127	1983	446
MDOA010698	0	1	725	207	383	651	580	56	0	0
MDOA004675	0	3	0	11	8	7	7	4	2129	449
MDOA011775	1	0	10	0	17	5	13	5	2387	186
MDOA015222	0	0	1240	519	431	294	133	18	0	0
MDOA009168	0	0	0	8	98	3	277	17	2201	41
MDOA006203	3	0	9	1	83	18	96	26	2224	196
MDOA013137	0	1	19	0	18	5	51	37	2157	379
MDOA008280	2	9	4	3	7	0	0	1	1107	1606
MDOA009961	0	0	0	0	18	14	48	45	2178	456
MDOA015426	1	9	0	0	21	10	41	360	1923	400
MDOA002331	2	1	6	5	4	1	13	18	1875	853
MDOA007791	1	0	0	0	27	10	100	111	1895	649
MDOA007439	0	0	0	0	11	10	75	71	1814	845
MDOA013116	0	2	0	17	35	114	128	669	448	1441
MDOA010758	0	1	0	1	230	132	976	543	820	168
MDOA000566	2	0	4	3	10	0	11	45	2032	771
MDOA006010	15	1	1216	716	515	82	318	15	0	1
MDOA003906	1	0	13	0	188	26	1005	285	1216	147
MDOA009790	1	445	20	654	18	526	3	683	1	580
MDOA011793	0	0	0	0	24	8	3	16	2207	704
MDOA000670	594	71	393	16	736	39	1041	1	89	0
MDOA007290	0	0	0	7	3	114	6	694	463	1693
MDOA007971	0	4	0	19	11	6	6	17	1812	1116
MDOA010487	0	1	29	0	34	50	22	22	1904	931
MDOA010236	1	6	2	0	11	8	50	258	2211	450
MDOA003372	0	0	10	0	227	131	138	71	2194	273
MDOA001588	1	0	0	3	9	14	5	20	2323	685
MDOA002459	0	0	0	15	12	29	19	102	1292	1615
MDOA011348	0	0	0	0	3	5	10	72	2321	676
MDOA015354	0	1	0	4	7	43	36	381	1906	721
MDOA008996	194	76	1043	4	835	33	877	0	55	0
MDOA000558	2	0	0	4	113	13	136	134	2520	247
MDOA001167	0	2	0	7	5	13	18	449	605	2071
MDOA008767	0	0	0	0	160	11	348	332	1805	598
MDOA013880	8	14	0	0	1	5	34	29	2930	250
MDOA014512	0	0	0	0	5	2	14	45	2496	710
MDOA011991	0	0	0	0	6	7	36	73	2027	1199
MDOA012782	0	0	0	2	4	15	4	15	3070	285
MDOA003535	1	3	9	3	8	0	7	18	3052	323
MDOA012421	0	2	0	1	139	91	202	1305	648	1090
MDOA002959	3	9	0	5	8	16	10	0	3221	222
MDOA001108	0	1	9	1	60	22	128	834	1385	1085
