GeneID	SB1	SB2	CB1	CB2	G1	G2	GBE1	GBE2	DC1	DC2
MDOA001136	1254	2121	796	666	1023	404	1403	370	829	75
MDOA000168	314	995	1289	1101	1449	678	1737	646	525	210
MDOA004731	441	1109	1354	1123	1183	681	1279	739	628	410
MDOA008418	551	1129	1387	545	1436	501	1785	457	1008	152
MDOA014838	1692	1968	733	354	108	26	86	27	3831	134
MDOA002066	2297	2139	130	2351	233	388	234	726	112	351
MDOA010947	45	174	191	98	1012	345	708	429	4375	1586
MDOA005288	359	509	1855	793	1639	704	1562	517	691	340
MDOA011770	52	107	307	91	2224	310	1396	121	4224	145
MDOA014348	702	856	2756	1170	935	273	440	83	1581	183
MDOA000434	146	501	1034	539	1610	953	1421	1034	1228	514
MDOA009152	219	1337	836	1921	837	1390	722	1025	220	482
MDOA010301	1155	1099	1754	325	1551	394	1600	423	535	157
MDOA004052	333	1070	152	926	120	364	218	707	1267	3843
MDOA010516	449	1278	1084	1112	431	334	642	1182	946	1558
MDOA013501	484	2649	684	1139	472	361	765	1259	750	453
MDOA003880	231	1472	1070	1381	989	1061	1019	712	253	829
MDOA004833	615	429	2957	195	1557	268	1556	41	1397	12
MDOA008299	329	932	1980	1019	1381	684	1213	668	573	253
MDOA004159	814	1636	2098	1765	576	321	639	256	709	224
MDOA004953	190	459	1750	135	2942	336	2396	242	524	66
MDOA003368	1631	1240	1271	1410	641	755	775	460	496	366
MDOA009610	336	660	2007	653	1841	841	1570	448	499	192
MDOA011419	248	709	1862	636	1791	838	1533	556	638	242
MDOA003704	726	2132	566	588	906	257	1694	834	1036	317
MDOA010170	1006	1678	2296	1174	393	794	535	115	919	146
MDOA007939	267	1875	1233	1850	510	495	503	569	1254	504
MDOA008870	384	378	2066	633	1531	735	1427	750	745	415
MDOA002334	738	405	3036	538	1392	153	1363	171	1176	99
MDOA007851	2047	3038	2200	702	410	151	416	70	41	2
MDOA003711	154	1223	1096	1996	867	1152	770	923	201	701
MDOA013574	175	1986	222	2446	70	1558	178	937	151	1364
MDOA014483	910	476	1978	191	1893	150	2475	135	831	54
MDOA005104	19	40	52	5	94	48	109	27	8347	353
MDOA005162	879	968	3350	768	925	378	848	233	675	103
MDOA011808	1045	1239	1847	899	1377	397	1526	321	421	58
MDOA014536	306	1022	486	626	274	59	321	326	5058	652
MDOA015391	378	1656	1065	1983	806	862	749	973	397	268
MDOA010446	1051	1794	2690	501	511	262	417	151	1430	333
MDOA009842	1015	3208	926	1603	211	301	304	164	1223	189
MDOA006754	1256	2574	583	492	444	127	761	420	1706	785
MDOA011962	15	17	77	12	84	36	99	38	6142	2632
MDOA000014	840	2173	320	347	446	264	711	843	2043	1167
MDOA005452	996	2387	723	399	225	112	248	155	3179	732
MDOA013302	202	600	722	819	1363	1072	1289	1265	620	1212
MDOA008221	1473	2063	752	534	598	340	690	531	1734	450
MDOA013521	218	753	892	919	930	1055	878	928	1624	968
MDOA001089	1173	1805	1914	516	877	194	1387	228	992	84
MDOA005608	591	943	2134	831	1617	593	1673	231	492	65
MDOA008819	353	233	2533	120	2050	329	2366	197	934	62
MDOA000292	294	1077	1680	990	1394	1134	1525	698	184	206
MDOA004858	621	1140	1258	1295	943	671	1581	818	587	268
MDOA009765	1032	2079	1394	723	677	181	893	296	1678	230
MDOA015230	862	2749	659	1175	80	90	104	36	2512	917
MDOA004941	1540	1967	2082	536	636	134	667	183	1115	325
MDOA005492	146	445	1072	597	1096	700	1764	1397	1052	918
MDOA010120	943	1752	467	462	399	143	806	343	3441	443
MDOA013712	93	550	670	1219	552	436	845	1201	2464	1188
MDOA005005	996	1248	2454	1494	812	464	603	235	717	200
MDOA014027	1135	2278	1468	1175	817	281	1086	477	380	139
MDOA007913	1051	2089	2646	1377	695	204	620	143	327	85
MDOA012747	536	1349	2691	901	1467	260	1587	174	218	54
MDOA009388	161	973	1525	1156	1068	1103	910	621	1145	576
MDOA011474	1081	2034	1303	1262	219	98	126	138	2190	794
MDOA010885	107	187	752	152	2383	835	2749	1052	745	324
MDOA009491	8	9	36	29	356	182	1110	2022	3638	1899
MDOA000034	793	1362	2633	2064	455	81	360	194	943	409
MDOA000287	170	528	287	251	131	40	215	909	3000	3772
MDOA000676	654	703	1672	855	1006	710	1297	559	1278	587
MDOA004363	724	845	985	305	1726	523	1236	1162	1403	419
MDOA010097	406	361	2777	258	1685	304	2227	96	1166	48
MDOA014274	2	20	21	31	149	41	205	128	6017	2722
MDOA007248	745	780	2139	694	1935	469	1875	396	251	54
MDOA004095	458	3079	242	318	482	485	719	1256	1256	1046
MDOA010405	933	1525	1621	1131	969	506	1032	324	1030	275
MDOA008200	62	1272	775	1182	553	1396	534	972	1068	1555
MDOA000247	214	341	1406	227	2040	550	1822	603	1921	246
MDOA007058	1200	2836	1460	977	852	326	783	184	695	59
MDOA005196	1655	2318	870	814	462	452	415	224	1991	187
MDOA005432	305	750	1781	1383	1487	1414	1024	748	293	207
MDOA007992	221	916	1034	970	1242	964	1218	1129	899	805
MDOA013016	179	1028	2453	993	1715	759	1315	474	294	189
MDOA006250	384	2036	2247	1432	686	505	801	391	690	231
MDOA001368	255	850	354	774	510	905	774	2022	1904	1056
MDOA003197	922	2135	863	548	1285	518	1228	934	603	370
MDOA004541	429	779	2955	661	1444	369	1383	277	923	197
MDOA007030	1050	2551	1738	1785	135	108	111	23	1531	387
MDOA002082	2601	4383	894	719	221	103	234	92	146	27
MDOA004761	820	1517	2441	1012	661	485	1026	320	889	255
MDOA008797	332	399	2264	128	2794	186	3033	36	244	10
MDOA008547	290	1930	1192	2636	554	809	623	393	533	468
MDOA006622	603	906	422	903	668	333	865	740	3074	918
MDOA008291	565	1265	1263	897	848	593	937	732	1727	605
MDOA015512	700	1627	2046	1042	1269	603	966	248	656	281
MDOA009716	756	1093	1507	1172	1182	1074	1048	744	554	309
MDOA008256	626	2745	896	1237	482	220	553	266	1513	913
MDOA001999	793	442	851	162	866	64	2058	181	3376	660
MDOA013999	709	1037	1898	755	1550	452	1537	552	678	287
MDOA014925	1197	1854	1000	531	798	291	1158	405	1929	304
MDOA013171	543	509	2189	854	1553	547	1253	299	1281	448
MDOA001387	1128	1503	964	760	480	310	618	248	2733	741
MDOA006071	562	1477	1328	649	1488	732	1510	591	782	379
MDOA015437	376	2062	1737	1876	1030	1097	599	278	232	218
MDOA010606	1037	860	1447	458	1004	141	1178	76	3110	199
MDOA011930	4	3	2766	49	2559	376	3036	92	597	34
MDOA007690	745	1109	2121	694	248	129	528	115	1614	2214
MDOA014010	475	1775	1752	1714	1113	967	1148	322	249	39
MDOA010349	4	9	24	10	105	92	239	1015	3271	4786
MDOA013535	82	429	68	780	261	759	326	2365	238	4247
MDOA000689	538	829	1133	384	927	537	860	530	3302	528
MDOA012682	1038	890	1247	1131	631	349	1213	877	1166	1033
MDOA002551	1728	5888	164	246	26	6	49	25	1285	159
MDOA009438	33	25	120	20	1893	923	2921	652	2580	412
MDOA008009	1280	3445	1251	899	304	140	184	98	1561	443
MDOA001342	132	234	100	61	10	9	14	50	8260	742
MDOA013771	145	254	409	167	648	403	951	1250	3965	1421
MDOA011618	614	1619	1756	1571	843	335	1142	610	839	309
MDOA000449	10	9	51	9	75	81	138	861	6340	2078
MDOA005848	534	1765	1602	1240	659	881	802	1016	711	447
MDOA009588	156	143	1084	172	736	529	781	1025	2122	2927
MDOA012147	294	255	2279	102	2785	350	2391	78	1097	46
MDOA011223	1099	2145	1374	914	811	213	1441	429	1068	188
MDOA013667	474	703	2479	681	695	149	637	173	3331	372
MDOA002589	260	1128	958	1252	1359	880	1415	1147	854	453
MDOA000701	1428	2059	2222	1065	1130	368	1055	164	202	35
MDOA009140	983	1068	1648	387	1647	606	1592	330	1353	132
MDOA002175	677	2373	1470	1456	711	832	707	590	594	340
MDOA003340	2	8	27	15	95	61	112	1244	4540	3647
MDOA007816	540	797	1635	633	1542	952	1563	766	775	550
MDOA001483	725	1528	2773	1242	965	399	1016	342	578	189
MDOA009297	420	656	1399	521	1247	628	1219	884	1446	1337
MDOA014834	23	5	40	22	292	37	1006	700	6400	1236
MDOA004726	286	2465	630	1523	704	682	814	922	911	836
MDOA003519	325	1506	320	551	20	42	47	458	3386	3136
MDOA001347	339	667	1740	907	1579	880	1493	1076	608	504
MDOA006134	938	1572	2059	1460	1002	529	1354	375	380	143
MDOA000044	1372	4618	1712	1192	192	123	150	25	387	44
MDOA009897	2439	2746	3037	670	403	89	319	22	67	26
MDOA012608	230	702	2030	1063	1426	948	1104	959	748	611
MDOA002516	1138	4381	419	1197	122	56	121	294	1486	615
MDOA013477	2	5	15	13	796	360	669	2493	3406	2077
MDOA014095	216	248	1116	467	1380	766	1293	1299	1789	1262
MDOA006704	368	1277	691	450	231	138	247	28	5583	825
MDOA009181	100	194	865	168	1879	402	3328	625	1786	496
MDOA004542	687	1799	2548	1628	1200	495	1015	250	194	39
MDOA015248	399	583	2910	977	1349	741	1254	518	987	144
MDOA002936	653	2593	1754	1269	1057	549	1002	474	324	191
MDOA002636	592	943	1565	375	2424	572	2233	473	568	125
MDOA005922	399	1475	1544	944	1661	1146	1771	442	297	206
MDOA008534	103	675	819	904	1507	1593	1284	1501	719	785
MDOA002796	717	831	2483	241	1678	319	2043	61	1489	29
MDOA010686	971	2525	552	400	831	301	994	451	2313	554
MDOA009714	698	757	1576	1187	1152	1209	1150	974	582	620
MDOA010870	529	1592	1435	967	843	399	1301	757	1477	612
MDOA004572	1280	2883	363	421	506	198	905	422	2442	500
MDOA004219	695	967	2370	444	1160	349	1132	280	2148	390
MDOA007107	579	2134	1239	1329	416	258	318	157	2384	1124
MDOA009256	502	2561	1111	1815	491	825	497	1578	176	383
MDOA005674	362	997	1596	1262	1082	669	1613	848	1084	436
MDOA010826	524	966	2320	1152	1539	613	1363	625	700	147
MDOA001595	431	1817	1447	1465	1234	1032	1126	869	325	211
MDOA003613	1335	1076	673	368	647	236	1011	267	4075	270
MDOA004417	13	3	340	286	2630	433	2485	634	2661	478
MDOA010934	575	937	2027	852	1822	1095	1613	694	241	123
MDOA008696	652	1512	1770	1100	1185	669	980	465	1258	412
MDOA008619	245	459	1868	478	1735	562	1838	868	1413	551
MDOA001626	630	1052	2469	884	1598	653	1781	371	519	63
MDOA010886	27	27	617	191	1730	767	2324	1673	1586	1080
MDOA004430	358	2481	332	1584	11	238	29	210	1648	3147
MDOA002107	1178	2035	1115	663	527	164	967	278	2642	473
MDOA011608	909	1887	432	223	649	230	895	452	3869	498
MDOA001236	878	2216	1894	1393	940	661	722	360	798	201
MDOA004879	710	1901	1556	1064	1333	575	1668	389	703	185
MDOA001389	438	917	885	607	1368	488	1831	923	1841	787
MDOA003238	979	1979	2463	1323	1185	475	1087	421	104	79
MDOA010706	826	1558	2270	1137	940	400	789	516	1425	241
MDOA010319	3	2	436	137	2253	1552	2357	678	2275	411
MDOA013893	446	1585	912	1067	694	786	832	849	1671	1268
MDOA008393	1193	3458	759	505	975	416	891	919	570	449
MDOA015001	537	781	3004	692	1504	626	1660	508	609	215
MDOA003380	152	298	1985	276	1755	511	1386	253	3288	236
MDOA008238	213	337	1254	467	1575	778	1628	912	2280	709
MDOA015404	843	3897	644	1098	155	289	292	97	2406	441
MDOA013046	601	890	2518	1167	1791	625	1701	268	516	87
MDOA001042	3	31	12	50	5	25	2	22	6692	3326
MDOA001524	814	3651	1153	1485	753	498	939	591	180	109
MDOA000192	788	1469	1315	893	784	403	1104	1012	1318	1106
MDOA000279	423	939	1308	1788	1238	810	1721	1541	209	215
MDOA008508	844	2233	2724	1784	510	279	746	338	474	260
MDOA014705	818	2060	2155	2069	566	538	631	548	405	408
MDOA003366	805	3299	1610	1187	1043	703	946	400	145	63
MDOA003251	291	809	1391	1385	1646	986	1411	1184	433	666
MDOA014516	592	503	980	603	1131	621	1018	1528	1110	2119
MDOA009530	1075	4517	593	1707	238	113	309	207	675	783
MDOA004451	772	2321	780	625	587	617	539	1008	1746	1227
MDOA000873	16	28	39	29	105	51	118	40	9166	631
MDOA005818	1637	2163	1777	748	1010	303	1493	310	663	119
MDOA004022	328	667	1979	638	1946	773	2001	785	750	364
MDOA002078	36	155	171	77	138	88	183	450	6161	2773
MDOA007935	348	934	920	900	536	262	1130	1369	1513	2327
MDOA007788	532	1295	558	1716	509	1435	728	1739	337	1397
MDOA006002	475	1800	1109	658	1034	824	1009	706	1723	910
MDOA007968	373	279	1471	177	3407	92	4135	107	151	66
MDOA010429	747	2016	4257	1334	459	239	373	179	489	166
MDOA015467	396	1238	1904	1517	1149	953	1227	872	529	475
MDOA001567	138	661	1184	694	786	627	757	283	4192	940
MDOA012786	1210	3405	561	335	767	473	1188	634	1348	344
MDOA015515	1038	1561	1826	627	1158	158	1183	215	2335	169
MDOA003478	912	2675	1010	1351	538	242	689	620	1317	922
MDOA001032	1183	1402	1992	755	884	376	1537	262	1649	239
MDOA013858	723	1369	2414	462	1754	551	1917	201	807	86
MDOA004400	978	2218	1294	930	1400	770	1571	615	350	171
MDOA010419	6	30	145	107	763	494	1583	2001	3278	1892
MDOA008756	25	206	154	282	146	174	158	125	2410	6620
MDOA012093	468	1145	1969	1294	877	623	765	908	1299	952
MDOA001960	1658	4351	1154	978	534	176	915	120	367	53
MDOA004788	394	1134	3994	697	1521	481	1080	118	862	26
MDOA014330	505	1360	1918	1007	1620	650	1931	422	774	131
MDOA004304	977	3239	1741	823	939	562	914	876	108	141
MDOA006840	177	1004	1252	1376	1303	1818	1233	1424	427	307
MDOA006992	2088	1245	1196	502	593	198	702	251	2852	697
MDOA015243	252	2669	441	1456	163	335	193	488	2850	1478
MDOA005157	993	1834	443	1557	383	245	454	271	2955	1192
MDOA000173	208	698	1855	1127	1515	1024	1399	1051	931	522
MDOA001419	803	1892	971	500	684	366	623	948	2505	1043
MDOA009472	1133	2070	2915	1231	865	458	579	112	717	262
MDOA010815	303	2674	706	1466	859	806	923	1468	304	845
MDOA011600	246	665	592	367	672	407	764	1747	2637	2261
MDOA010645	236	1448	612	618	1153	1990	1322	1390	707	884
MDOA000607	654	5617	296	739	36	39	31	34	1951	980
MDOA010434	282	637	1561	852	1904	882	2099	877	915	372
MDOA008128	461	222	1507	75	1566	182	1883	76	4363	49
MDOA001689	533	1637	1679	2179	773	692	813	852	728	509
MDOA000497	13	9	48	44	23	23	40	2071	2689	5440
MDOA012688	2112	2279	1954	592	572	93	1148	248	1266	143
MDOA013617	1291	3391	1007	711	650	246	871	408	1525	327
MDOA011024	296	1570	1328	1844	1553	979	1004	1168	417	284
MDOA012080	1120	5371	807	721	877	224	1044	172	114	18
MDOA003011	501	724	1686	613	1901	576	1636	603	1712	519
MDOA008403	672	3022	1215	1376	871	738	756	649	814	363
MDOA002832	1444	2018	1903	867	1068	755	1063	793	473	97
MDOA003428	1289	2342	2839	640	667	248	592	105	1640	122
MDOA014214	467	2532	1115	1324	472	337	459	890	1694	1204
MDOA008461	297	634	2220	643	2105	1026	1929	804	600	243
MDOA009318	694	1837	958	690	679	419	669	512	2960	1088
MDOA011271	818	1145	1710	557	2054	546	3045	418	165	48
MDOA014250	151	389	1049	392	1049	596	981	408	4319	1178
MDOA006648	201	1111	1260	1780	1089	1221	1226	1846	292	490
MDOA007395	974	2113	3425	1182	959	611	728	176	199	149
MDOA011873	308	1886	1733	1534	1597	1259	1364	420	256	160
MDOA012813	1289	1128	794	347	700	112	1306	201	4334	313
MDOA015011	914	1450	1980	1094	1346	421	1797	710	708	113
MDOA015449	1261	675	1245	162	1838	150	1984	128	2864	233
MDOA001523	871	2296	581	297	858	617	987	712	2549	799
MDOA014692	789	1121	589	216	930	305	1195	223	4941	260
MDOA000050	182	805	393	484	544	409	317	1037	3086	3316
MDOA001353	939	2898	602	1051	772	731	688	1316	847	730
MDOA002489	8	167	40	95	37	141	30	46	8421	1596
MDOA005212	392	1379	1241	1478	963	1222	937	1759	332	888
MDOA002492	619	2077	773	1159	587	766	542	1168	1475	1432
MDOA015207	682	2452	1199	2570	398	1461	428	419	606	388
MDOA001779	330	808	2518	493	2202	866	2061	362	820	145
MDOA007592	456	1135	2334	1014	1322	921	1222	775	1023	404
MDOA008623	2106	3700	1502	1372	635	240	607	216	165	73
MDOA009025	260	1640	1580	1880	982	1501	783	1226	323	441
MDOA006907	196	798	1610	1097	1442	1103	1771	1445	612	547
MDOA006135	715	1060	1290	302	903	132	1029	149	4966	87
MDOA010547	408	1014	1540	1333	1088	486	1255	540	2154	815
MDOA005062	561	1099	2332	1268	1758	841	1672	603	353	154
MDOA012643	1144	2086	508	576	111	62	115	77	5072	890
MDOA002173	1352	2699	2224	1600	933	481	778	436	96	43
MDOA007677	11	26	391	25	2627	509	3258	260	3271	269
MDOA014841	1321	2287	1945	1247	650	311	572	442	1406	468
MDOA013164	486	1034	1251	1182	1815	582	1857	810	1289	345
MDOA007731	317	297	2487	333	3043	567	2642	293	607	84
MDOA012998	534	1098	1729	1115	1445	1018	1706	1023	572	430
MDOA007490	222	742	2929	1199	1468	1064	1186	825	629	425
MDOA014334	991	4328	934	1400	222	128	339	126	2012	212
MDOA005933	833	1306	3141	1489	963	549	589	170	1543	113
MDOA004660	228	898	120	1438	66	1352	123	3358	15	3100
MDOA011823	1705	711	2042	772	1164	602	844	294	1989	578
MDOA008645	1123	1517	719	223	1380	285	1696	442	2995	324
MDOA008811	1070	1660	2209	965	551	564	1030	378	2081	197
MDOA008000	313	550	4397	346	2433	271	1302	77	943	91
MDOA009366	1043	1883	2558	997	1154	491	1365	171	795	270
MDOA009205	979	1844	2785	1454	980	349	987	340	706	304
MDOA000383	1410	4174	1316	1491	274	175	648	182	990	69
MDOA009211	901	3288	1255	1702	493	425	506	748	874	538
MDOA010515	12	3	9	8	16	10	27	35	10233	383
MDOA011423	17	6	51	9	55	20	104	263	5689	4531
MDOA009844	707	970	1145	412	1447	413	1467	634	3110	443
MDOA010620	1635	2933	1060	799	612	317	479	366	2074	502
MDOA011211	1340	2019	1165	1108	185	147	197	130	3774	712
MDOA011923	807	1192	1791	627	1511	536	1812	401	1923	191
MDOA010571	986	5450	753	1312	36	41	55	79	1553	530
MDOA012729	532	2675	1787	1799	834	1043	917	637	354	217
MDOA007023	1012	1883	1385	818	1941	491	2033	844	307	111
MDOA004775	379	737	3118	522	2106	498	2394	316	691	74
MDOA003550	793	2786	922	563	1477	663	1459	874	1002	306
MDOA004241	8	42	53	8	31	20	26	136	6622	3900
MDOA005543	1271	1747	1009	1507	610	357	951	681	1890	823
MDOA010773	479	1032	1613	939	1143	583	1468	1000	1773	822
MDOA011946	105	213	77	92	15	7	53	36	9629	625
MDOA005117	1029	991	2735	1313	760	329	923	552	1659	562
MDOA015083	1486	2296	3075	1387	451	427	714	179	692	147
MDOA004097	701	1764	1495	1598	793	837	748	948	992	994
MDOA006778	546	731	2257	253	2487	517	2422	193	1363	109
MDOA000213	526	1056	2751	813	1689	784	1405	458	1107	300
MDOA006618	507	1467	124	133	355	331	756	2037	3046	2135
MDOA011504	279	1386	434	981	221	148	589	812	4519	1522
MDOA007889	1263	1522	1185	607	1137	112	2033	149	2742	147
MDOA012740	496	1206	2281	893	1314	464	504	386	2561	794
MDOA002225	1140	1825	1164	480	1239	300	1353	350	2663	387
MDOA003650	1185	1618	2099	1092	931	222	1238	171	2103	251
MDOA007014	1831	3785	1257	973	559	247	512	223	1292	232
MDOA002076	1211	1249	2959	770	1010	225	1224	122	1864	280
MDOA007103	789	1079	2192	609	940	286	1264	453	2816	491
MDOA014050	1019	3778	627	998	583	488	748	951	1141	590
MDOA010218	1532	1737	1098	315	1050	226	1079	205	3299	395
MDOA008712	1154	2690	1140	577	1076	506	1397	412	1596	391
MDOA005545	550	919	2824	921	1432	945	2043	552	590	166
MDOA012619	1029	2508	1093	435	420	110	453	277	4049	569
MDOA003179	1341	2447	1914	451	1905	528	1694	238	376	55
MDOA004299	596	1758	1447	832	968	421	1081	449	2835	564
MDOA005841	438	2181	427	1121	170	504	173	1440	1170	3330
MDOA003035	827	2155	1095	1155	263	302	358	876	1742	2184
MDOA011420	224	1362	1049	2093	889	1245	930	1414	674	1078
MDOA014750	491	547	3974	325	1754	334	1505	265	1707	70
MDOA000103	1119	1083	2390	593	1791	226	2395	160	1170	55
MDOA009946	36	30	115	39	783	343	2065	2213	4099	1259
MDOA014931	908	2465	890	830	727	460	951	576	2030	1148
MDOA009266	272	656	2102	853	2046	558	1904	799	1194	606
MDOA002243	530	798	1176	584	1616	1091	2124	2287	289	496
MDOA012447	963	896	3076	974	486	57	596	89	3520	336
MDOA006913	1253	1750	1471	244	1762	461	2392	141	1505	40
MDOA012256	809	1177	1528	1419	1310	1383	1929	856	311	309
MDOA013114	335	990	1809	1434	1470	1139	1501	1230	633	492
MDOA014400	397	2135	1249	871	516	317	970	1398	1823	1363
MDOA005656	560	196	770	50	2696	311	3292	91	2949	132
MDOA007316	629	3195	3086	1971	976	377	636	148	13	16
MDOA011939	49	186	526	187	1521	634	2717	1103	3012	1113
MDOA003740	1058	1172	2557	685	1663	416	1942	182	1214	160
MDOA000053	1673	7018	773	1115	118	94	138	67	52	37
MDOA007986	780	1699	1507	931	1784	653	2483	456	623	172
MDOA010907	2497	2344	3312	1093	443	162	360	62	717	99
MDOA013255	728	360	2429	247	2551	399	2300	124	1860	103
MDOA014038	366	801	1711	916	1344	839	1267	770	2402	698
MDOA009839	258	1032	2194	1389	1234	842	1469	1131	1064	506
MDOA003231	693	1027	1726	777	1688	651	2617	862	759	325
MDOA008106	4	5	22	4	281	154	1032	1967	4630	3029
MDOA005467	1262	1342	2065	254	2108	659	2214	280	813	135
MDOA002960	734	768	962	246	1882	337	2429	442	3121	214
MDOA003453	1862	776	1985	414	2162	333	2843	363	336	62
MDOA015007	570	884	2411	865	1590	676	1890	876	1201	176
MDOA010963	1353	2538	2507	1794	370	257	327	205	1383	414
MDOA008955	1529	3537	1402	1702	507	249	632	378	857	363
MDOA004353	607	1568	896	304	1815	945	1862	1310	1353	506
MDOA006685	2	20	29	42	70	22	402	913	7308	2367
MDOA002091	674	1043	432	1904	927	2149	1372	1323	290	1071
MDOA012820	310	1616	1810	1293	1090	392	1062	448	2379	787
MDOA003954	1462	1389	3855	896	830	121	644	26	1844	128
MDOA012470	442	1494	1888	1253	1251	892	1062	1319	749	846
MDOA001097	1277	859	3406	496	1170	158	1066	275	2307	194
MDOA010292	954	3997	547	899	433	215	1011	762	1559	836
MDOA001351	466	2867	1016	523	791	621	694	986	2196	1059
MDOA009667	436	1305	231	271	1831	877	1485	1508	2050	1225
MDOA013632	1670	4774	915	796	607	416	841	326	521	355
MDOA015134	455	618	2384	637	1956	659	1780	534	1385	813
MDOA001187	5	7	2	20	15	9	33	575	6722	3849
MDOA007758	826	931	791	205	782	200	1493	540	5021	450
MDOA013489	718	2995	2135	1836	964	495	1018	567	271	241
MDOA003404	834	1247	1722	637	435	102	861	121	4800	492
MDOA004659	660	1343	2305	1188	1810	947	1430	698	588	289
MDOA006126	9	20	37	8	72	44	148	790	7156	2977
MDOA010477	585	1568	1067	681	1746	692	2518	1090	1057	260
MDOA013170	149	796	2004	985	1752	1428	1759	965	944	506
MDOA000994	737	1822	1257	1061	1329	518	1545	499	1904	619
MDOA011217	1231	692	2924	244	2395	188	2699	266	581	72
MDOA010793	831	5032	1253	2243	370	415	289	342	251	268
MDOA012396	524	1842	869	865	857	820	761	1227	2175	1362
MDOA002290	753	2466	1176	1428	739	477	663	1125	1359	1118
MDOA008285	1651	2638	1308	276	224	90	236	18	4746	126
MDOA014269	167	247	1673	108	3885	250	4199	201	529	58
MDOA009609	1120	2680	888	1175	72	61	63	7	4240	1026
MDOA004494	1259	3151	1519	1309	493	123	867	252	2063	299
MDOA006960	271	570	1415	767	2311	650	4032	782	370	181
MDOA000200	583	1994	1893	1411	1159	909	1298	591	1153	389
MDOA005014	26	67	892	108	2992	682	3261	630	2364	363
MDOA010900	764	629	3515	454	1990	272	2484	165	1031	94
MDOA011534	1889	3997	1437	851	632	323	829	443	618	382
MDOA008945	682	1152	2152	1444	1341	869	1406	700	973	683
MDOA001122	1590	3432	1188	412	876	498	892	566	1561	393
MDOA001296	455	568	2346	160	3277	275	3998	32	276	21
MDOA007464	438	1712	2813	1817	1553	1029	1026	330	488	206
MDOA010369	11	18	8	85	80	266	200	2534	3019	5205
MDOA011438	1071	2538	2061	1080	1054	605	834	758	994	434
MDOA012654	327	1193	3332	1190	1754	1105	1520	330	480	202
MDOA012433	2	9	25	10	134	99	123	70	8429	2533
MDOA011723	186	529	2078	595	2855	449	2478	618	1511	136
MDOA006898	2469	2524	1893	426	1660	177	1882	183	211	23
MDOA013499	283	579	521	380	93	77	137	73	7761	1550
MDOA006154	334	1360	1028	1593	937	2357	1148	1113	394	1192
MDOA001609	228	990	1207	764	682	299	971	770	4116	1462
MDOA006738	470	818	2510	1162	2106	1021	2072	624	477	229
MDOA002427	1391	2420	1624	918	1698	433	1845	698	271	201
MDOA003086	1040	2891	2487	1501	326	244	204	56	2352	402
MDOA015731	1895	78	3786	107	1490	66	2444	177	1314	154
MDOA005721	752	2927	1082	1056	1207	686	1112	1111	972	608
MDOA003406	967	1444	1063	2164	1135	1753	1029	1390	179	394
MDOA014467	808	2223	2017	1888	785	328	1055	554	1271	600
MDOA004551	1085	2262	3231	1593	1468	428	956	204	212	93
MDOA007231	308	1641	1240	686	1127	1591	1336	1417	1089	1107
MDOA005161	1383	1720	1934	1041	625	432	741	497	2465	706
MDOA000399	168	131	63	80	34	6	76	23	8665	2299
MDOA012529	319	1040	1823	906	1289	648	706	252	3719	845
MDOA005789	739	1444	634	713	855	358	1379	415	4234	780
MDOA015489	748	2131	1508	1978	1174	981	1102	1213	315	403
MDOA004846	406	432	566	657	161	109	259	261	7392	1320
MDOA009628	660	1341	624	474	648	284	831	238	5968	498
MDOA014547	147	276	416	171	1021	208	1855	520	5787	1169
MDOA002119	983	1805	1358	1017	345	109	477	308	4159	1012
MDOA010764	850	2177	1242	799	1256	647	1246	1234	1148	988
MDOA003967	779	815	547	237	453	149	735	310	6969	604
MDOA003367	1303	469	2567	161	2341	106	2787	110	1737	18
MDOA000087	535	5042	1778	2468	220	171	237	122	870	171
MDOA004735	857	1785	686	352	810	279	925	951	3773	1200
MDOA012636	1140	3184	2210	1143	1291	569	1089	578	252	175
MDOA007372	684	817	2181	756	2010	551	1629	544	1999	471
MDOA014262	1085	2046	2345	976	1091	419	916	496	1867	403
MDOA008848	1146	4612	937	979	877	619	1091	757	439	192
MDOA004719	5	7	25	15	18	5	27	88	8381	3081
MDOA002548	2440	6649	1305	454	360	117	271	20	30	11
MDOA007301	890	1488	3393	928	1489	678	1441	530	722	100
MDOA008431	1026	5033	755	1562	280	303	409	993	562	738
MDOA000648	355	312	1652	323	1493	565	1160	463	4360	987
MDOA014035	691	1709	2226	1660	1019	786	950	725	967	937
MDOA008456	142	359	1974	336	3925	863	3081	485	449	61
MDOA002655	683	1551	1431	1857	1185	2050	976	1611	67	295
MDOA012886	741	419	2270	514	2635	494	2964	577	830	278
MDOA005983	856	1153	1448	229	2414	927	1827	722	1435	717
MDOA007590	551	346	3360	291	2506	347	2727	148	1412	46
MDOA002205	455	1290	3140	864	1943	761	1696	455	864	270
MDOA008585	1638	1291	2862	671	1437	278	2454	299	745	67
MDOA007221	2	82	32	16	232	30	490	276	8045	2538
MDOA003809	458	1678	1614	1076	1471	826	1420	1460	780	966
MDOA002607	2048	2122	2319	987	636	175	1077	145	2016	225
MDOA011920	741	2844	959	1139	645	508	585	880	1956	1501
MDOA011900	1577	2925	1701	1420	984	281	1358	402	929	194
MDOA001794	446	1608	60	2615	116	2286	245	2173	83	2144
MDOA012327	3	4	2489	660	2498	1315	2485	716	1355	251
